Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
P3C4+Nigericin / Unstim,P06733_K358_M1_13,P06733,Dimethyl (KR),-1.6934914360365525,1.6934914360365525,0.02446399429827636,0.4900599310538458,5,P06733,ENO1,Alpha-enolase,ENOA_HUMAN,61,223.4385040438843,3.234385040438843,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8470720019309406,-0.8464194341056119,Robust
LPS+Nigericin / Unstim,P0CG39_C880_M1_23,P0CG39,Myristoyl,-0.9523860307920292,0.9523860307920292,0.024498438168028,0.4900599310538458,6,P0CG39,POTEJ,POTE ankyrin domain family member J,POTEJ_HUMAN,4,93.50703686505268,1.9350703686505268,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.3414375362757834,-0.6109484945162458,Robust
P3C4+Nigericin / P3C4,P16150_S355_M1_28,P16150,Phospho (STY),-1.6751836579682051,1.6751836579682051,0.02443004357106061,0.4900599310538458,6,P16150,SPN,Leukosialin,LEUK_HUMAN,18,219.36000712356417,3.1936000712356414,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.4306865743038425,-1.2444970836643625,Robust
P3C4+Nigericin / Unstim,P26010_R100_M1_13,P26010,Dimethyl (KR),1.1909836374905105,1.1909836374905105,0.02450475244716187,0.4900599310538458,6,P26010,ITGB7,Integrin beta-7,ITB7_HUMAN,33,-56.19958748150555,0.4380041251849445,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5213787035518158,1.7123623410423263,Robust
P3C4+Nigericin / P3C4,P38646_T390_M1_31,P38646,Sulfo (STY),2.786922578698527,2.786922578698527,0.02440085531781555,0.4900599310538458,6,P38646,HSPA9,"Stress-70 protein, mitochondrial",GRP75_HUMAN,95,-85.51052305359663,0.14489476946403365,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.33883450013840405,3.125757078836931,Robust
LPS+Nigericin / Unstim,P51659_K284_M1_32,P51659,Trimethyl (K),-7.652417673335178,7.652417673335178,0.02454002709226482,0.4900599310538458,6,P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,DHB4_HUMAN,69,20019.04022874987,201.1904022874987,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.13293240918940982,-7.519485264145768,Robust
P3C4+Nigericin / Unstim,P51659_K284_M1_32,P51659,Trimethyl (K),-7.891922328569539,7.891922328569539,0.02449844180199934,0.4900599310538458,5,P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,DHB4_HUMAN,69,23652.282194213476,237.52282194213475,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5502924659235114,-7.341629862646028,Robust
P3C4+Nigericin / P3C4,P62753_K14_M1_32,P62753,Trimethyl (K),5.677201279311318,5.677201279311318,0.02453563131959562,0.4900599310538458,6,P62753,RPS6,Small ribosomal subunit protein eS6,RS6_HUMAN,25,-98.04569598838816,0.01954304011611835,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8240094140997877,6.501210693411106,Robust
P3C4+Nigericin / Unstim,Q01518_K63_M2_18,Q01518,Hex (K),-2.4997326233806296,2.4997326233806296,0.02424439815401897,0.4900599310538458,6,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,465.5805954202326,5.655805954202327,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4485805095523945,-1.0511521138282351,Robust
LPS+Nigericin / Unstim,Q8NF50_K224_M1_17,Q8NF50,GlyGly (K),-1.5281642355551597,1.5281642355551597,0.02427504389865928,0.4900599310538458,6,Q8NF50,DOCK8,Dedicator of cytokinesis protein 8,DOCK8_HUMAN,120,188.4186058277473,2.884186058277473,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.7459933920403147,-0.782170843514845,Robust
P3C4+Nigericin / Unstim,Q9H307_R207_M1_13,Q9H307,Dimethyl (KR),8.637609630740961,8.637609630740961,0.02430366063618329,0.4900599310538458,5,Q9H307,PNN,Pinin,PININ_HUMAN,48,-99.74891520703908,0.0025108479296092,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5402260820219347,9.177835712762896,Robust
P3C4+Nigericin / P3C4,Q9H307_T204_M1_19,Q9H307,HexNAc (ST),8.262827223489444,8.262827223489444,0.02433700162310768,0.4900599310538458,6,Q9H307,PNN,Pinin,PININ_HUMAN,48,-99.6744324159603,0.00325567584039697,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.5100356781393343,8.772862901628777,Robust
P3C4+Nigericin / Unstim,Q9H307_T204_M1_19,Q9H307,HexNAc (ST),8.628901070349162,8.628901070349162,0.02430446384655544,0.4900599310538458,6,Q9H307,PNN,Pinin,PININ_HUMAN,48,-99.74739499675007,0.00252605003249911,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5402260820219347,9.169127152371097,Robust
LPS / Unstim,Q9H8Y8_R47_M1_13,Q9H8Y8,Dimethyl (KR),-1.117804987648845,1.117804987648845,0.02453978165897648,0.4900599310538458,6,Q9H8Y8,GORASP2,Golgi reassembly-stacking protein 2,GORS2_HUMAN,16,117.01653777749117,2.1701653777749117,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.1381870347673965,-0.9796179528814485,Robust
P3C4+Nigericin / P3C4,Q09666_K1911_M1_22,Q09666,Methyl (KR),-1.7346861244104539,1.7346861244104539,0.02452862854442893,0.4900599310538458,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,232.8070798403958,3.328070798403958,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9867293298478134,-0.7479567945626405,Robust
P3C4+Nigericin / P3C4,Q09666_K2375_M1_22,Q09666,Methyl (KR),-1.7346861244104539,1.7346861244104539,0.02452862854442893,0.4900599310538458,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,232.8070798403958,3.328070798403958,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9867293298478134,-0.7479567945626405,Robust
P3C4+Nigericin / P3C4,Q09666_K2442_M1_22,Q09666,Methyl (KR),-1.7346861244104539,1.7346861244104539,0.02452862854442893,0.4900599310538458,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,232.8070798403958,3.328070798403958,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9867293298478134,-0.7479567945626405,Robust
P3C4 / Unstim,Q9BYX7_R37_M1_22,Q9BYX7,Methyl (KR),1.6475124192607091,1.6475124192607091,0.02419306355975005,0.4900599310538458,4,Q9BYX7,POTEKP,Putative beta-actin-like protein 3,ACTBM_HUMAN,8,-68.08099508862398,0.31919004911376025,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.03141978590430738,1.6160926333564019,Robust
P3C4+Nigericin / P3C4,P05107_S384_M2_31,P05107,Sulfo (STY),-8.14182591922349,8.14182591922349,0.02456582307306876,0.4901243774117573,5,P05107,ITGB2,Integrin beta-2,ITB2_HUMAN,73,28144.49545696428,282.4449545696428,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.03581221486589295,-8.106013704357597,Robust
LPS+Nigericin / LPS,P19367_K820_M1_13,P19367,Dimethyl (KR),4.874523885281522,4.874523885281522,0.02462716436531782,0.49017064318285375,6,P19367,HK1,Hexokinase-1,HXK1_HUMAN,61,-96.59103850383303,0.03408961496166959,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.2803124571893387,4.5942114280921835,Robust
P3C4+Nigericin / P3C4,P35754_C79_M1_24,P35754,Nitrosyl,7.667576614035523,7.667576614035523,0.02463208316053291,0.49017064318285375,4,P35754,GLRX,Glutaredoxin-1,GLRX1_HUMAN,9,-99.50815365872802,0.00491846341271978,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.504995243823866,9.172571857859388,Robust
P3C4+Nigericin / P3C4,Q96TA1_S665_M1_28,Q96TA1,Phospho (STY),-1.5182459291219033,1.5182459291219033,0.02463602974483548,0.49017064318285375,6,Q96TA1,NIBAN2,Protein Niban 2,NIBA2_HUMAN,47,186.44257253400824,2.8644257253400824,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9227628385676224,-0.5954830905542808,Robust
P3C4+Nigericin / P3C4,P04075_R173_M1_22,P04075,Methyl (KR),-2.186616044102575,2.186616044102575,0.02488811182145945,0.4902452274519314,6,P04075,ALDOA,Fructose-bisphosphate aldolase A,ALDOA_HUMAN,60,355.2364398146194,4.552364398146194,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8986536171338553,-1.2879624269687195,Robust
P3C4+Nigericin / P3C4,P61160_K106_M1_18,P61160,Hex (K),1.408580852288365,1.408580852288365,0.02488509889275668,0.4902452274519314,6,P61160,ACTR2,Actin-related protein 2,ARP2_HUMAN,40,-62.33179614076463,0.3766820385923538,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.56129103247366,1.969871884762025,Robust
LPS+Nigericin / LPS,Q6P1X6_R110_M1_13,Q6P1X6,Dimethyl (KR),5.613300591360293,5.613300591360293,0.02470545704036042,0.4902452274519314,6,Q6P1X6,C8orf82,UPF0598 protein C8orf82,CH082_HUMAN,11,-97.9571891901686,0.02042810809831402,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.2952645056766183,5.318036085683675,Robust
LPS+Nigericin / Unstim,Q6P1X6_R110_M1_13,Q6P1X6,Dimethyl (KR),5.463247678856508,5.463247678856508,0.02476987543180096,0.4902452274519314,6,Q6P1X6,C8orf82,UPF0598 protein C8orf82,CH082_HUMAN,11,-97.7332763550226,0.02266723644977396,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.19801824728450976,5.661265926141017,Robust
P3C4+Nigericin / P3C4,Q9P2E9_R1324_M1_22,Q9P2E9,Methyl (KR),-2.1731996709901233,2.1731996709901233,0.02491149752415569,0.4903899157617486,6,Q9P2E9,RRBP1,Ribosome-binding protein 1,RRBP1_HUMAN,100,351.02258268830076,4.5102258268830075,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.57158823244333,-0.6016114385467934,Robust
P3C4+Nigericin / P3C4,P00441_T55_M1_31,P00441,Sulfo (STY),-3.732110053589472,3.732110053589472,0.02501200083996429,0.49072512538063306,6,P00441,SOD1,Superoxide dismutase [Cu-Zn],SODC_HUMAN,22,1228.8534040488553,13.288534040488551,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.09019525131475,-2.641914802274722,Robust
P3C4+Nigericin / P3C4,O43390_K268_M1_13,O43390,Dimethyl (KR),-3.7339257757751536,3.7339257757751536,0.02502456462376637,0.4907604037939653,5,O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,42,1230.5269022754806,13.305269022754803,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.5173763699103218,-3.216549405864832,Robust
P3C4+Nigericin / Unstim,Q16658_R201_M1_13,Q16658,Dimethyl (KR),-1.752346289289363,1.752346289289363,0.02508661484191066,0.4909928606689401,6,Q16658,FSCN1,Fascin,FSCN1_HUMAN,47,236.90603910831084,3.3690603910831083,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1185671706770184,-0.6337791186123447,Robust
P3C4+Nigericin / Unstim,P34932_C310_M1_24,P34932,Nitrosyl,-3.7302153378709666,3.7302153378709666,0.02511090071262255,0.49102723022959527,6,P34932,HSPA4,Heat shock 70 kDa protein 4,HSP74_HUMAN,81,1227.1093439736112,13.271093439736113,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.267246582723869,-2.462968755147098,Robust
P3C4 / Unstim,P68036_S91_M1_31,P68036,Sulfo (STY),1.2560629406186636,1.2560629406186636,0.02510638909278621,0.49102723022959527,5,P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,UB2L3_HUMAN,20,-58.1315022660793,0.41868497733920695,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.5193065588245666,0.7367563817940971,Robust
P3C4+Nigericin / P3C4,Q13488_C58_M1_23,Q13488,Myristoyl,-2.682958433397809,2.682958433397809,0.02512683268745401,0.4910349933747889,6,Q13488,TCIRG1,V-type proton ATPase 116 kDa subunit a 3,VPP3_HUMAN,32,542.1714086092958,6.421714086092958,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.12299801157834116,-2.5599604218194676,Robust
P3C4+Nigericin / P3C4,O95782_K498_M1_13,O95782,Dimethyl (KR),-2.078573744746808,2.078573744746808,0.0252601125746832,0.49117905463613154,6,O95782,AP2A1,AP-2 complex subunit alpha-1,AP2A1_HUMAN,55,322.38943352296315,4.223894335229631,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1054942879050635,-0.9730794568417442,Robust
P3C4 / Unstim,Q14151_R903_M1_13,Q14151,Dimethyl (KR),-1.2110668095784614,1.2110668095784614,0.02523443477843855,0.49117905463613154,6,Q14151,SAFB2,Scaffold attachment factor B2,SAFB2_HUMAN,37,131.50876405926914,2.3150876405926915,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.5707741868223017,-0.6402926227561596,Robust
LPS+Nigericin / LPS,P38117_K238_M1_13,P38117,Dimethyl (KR),2.3367092119466095,2.3367092119466095,0.02531146934286632,0.4914505021436705,6,P38117,ETFB,Electron transfer flavoprotein subunit beta,ETFB_HUMAN,27,-80.20386366746364,0.19796136332536363,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.4422377056644228,1.8944715062821866,Robust
LPS / Unstim,Q01518_S394_M1_28,Q01518,Phospho (STY),-1.3085047213208296,1.3085047213208296,0.02534047401403674,0.4915674324201805,6,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,147.68469455130614,2.4768469455130613,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4746733414109217,-0.833831379909908,Robust
P3C4+Nigericin / Unstim,Q8NI27_K58_M1_13,Q8NI27,Dimethyl (KR),-2.421258118806118,2.421258118806118,0.02537635813769964,0.4916951430661867,6,Q8NI27,THOC2,THO complex subunit 2,THOC2_HUMAN,50,435.6379275159327,5.356379275159327,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7078832820941132,-1.713374836712005,Robust
P3C4+Nigericin / Unstim,Q8NI27_Y54_M2_28,Q8NI27,Phospho (STY),-2.421258118806118,2.421258118806118,0.02537635813769964,0.4916951430661867,6,Q8NI27,THOC2,THO complex subunit 2,THOC2_HUMAN,50,435.6379275159327,5.356379275159327,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7078832820941132,-1.713374836712005,Robust
P3C4+Nigericin / P3C4,O14773_R465_M1_22,O14773,Methyl (KR),-1.7123373580553114,1.7123373580553114,0.02554937084639953,0.49207690312123586,6,O14773,TPP1,Tripeptidyl-peptidase 1,TPP1_HUMAN,21,227.6912971201885,3.276912971201885,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.0854865644312894,-0.626850793624022,Robust
P3C4+Nigericin / P3C4,O43707_K853_M1_32,O43707,Trimethyl (K),-1.910927652631548,1.910927652631548,0.02562872922491649,0.4922191468860818,6,O43707,ACTN4,Alpha-actinin-4,ACTN4_HUMAN,83,276.05082256938715,3.760508225693872,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.184996752028172,-0.7259309006033761,Robust
P3C4+Nigericin / P3C4,Q16658_R201_M1_13,Q16658,Dimethyl (KR),-1.8224473105477583,1.8224473105477583,0.02571130622118666,0.4924711702495284,5,Q16658,FSCN1,Fascin,FSCN1_HUMAN,47,253.6806548374771,3.5368065483747713,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.176000720377213,-0.6464465901705454,Robust
P3C4+Nigericin / Unstim,Q15691_C228_M1_24,Q15691,Nitrosyl,-2.158826863475831,2.158826863475831,0.02572047999120375,0.4924876473717521,6,Q15691,MAPRE1,Microtubule-associated protein RP/EB family member 1,MARE1_HUMAN,26,346.55159132553007,4.465515913255301,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.318991080425972,-0.8398357830498593,Robust
P3C4 / Unstim,Q1KMD3_R546_M1_13,Q1KMD3,Dimethyl (KR),-2.3938845117946936,2.3938845117946936,0.02575533895719839,0.49250536619044544,6,Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRL2_HUMAN,50,425.5705770808355,5.255705770808355,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.4867730905457161,-1.9071114212489775,Robust
P3C4+Nigericin / P3C4,P42224_K525_M1_10,P42224,Crotonyl,-1.8063478770300263,1.8063478770300263,0.02587381533587816,0.4925714134069624,6,P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,STAT1_HUMAN,55,249.75577460074888,3.4975577460074887,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2158079165878333,-0.590539960442193,Robust
P3C4 / Unstim,P60174_C42_M1_24,P60174,Nitrosyl,1.078542594127753,1.078542594127753,0.02586308300260498,0.4925714134069624,6,P60174,TPI1,Triosephosphate isomerase,TPIS_HUMAN,42,-52.64930830034541,0.4735069169965459,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.33552783462818997,0.7430147594995631,Robust
LPS / Unstim,P60660_K63_M1_0,P60660,Acetyl (K),1.8274184918813816,1.8274184918813816,0.02582833547946355,0.4925714134069624,6,P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,25,-71.82316431890435,0.2817683568109565,Unstim,LPS,NA,NA,NA,LPS,Unstim,0.18913909338699136,1.6382793984943902,Robust
LPS+Nigericin / Unstim,P46459_K304_M1_22,P46459,Methyl (KR),-1.3599911190397538,1.3599911190397538,0.02585843543385682,0.4925714134069624,6,P46459,NSF,Vesicle-fusing ATPase,NSF_HUMAN,75,156.68359941159343,2.566835994115934,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6780883820827794,-0.6819027369569743,Robust
P3C4+Nigericin / P3C4,P61978_K21_M1_18,P61978,Hex (K),-2.21917761720928,2.21917761720928,0.02590232168359133,0.4926552142337672,6,P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,HNRPK_HUMAN,58,365.62793595396846,4.656279359539685,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2151314087313645,-1.0040462084779154,Robust
LPS / Unstim,P14625_Y652_M1_31,P14625,Sulfo (STY),-0.991206188693773,0.991206188693773,0.02590587778023532,0.4926619243188362,4,P14625,HSP90B1,Endoplasmin,ENPL_HUMAN,108,98.784626756719,1.98784626756719,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.08255381304685645,-0.9086523756469165,Robust
P3C4 / Unstim,Q99714_C58_M1_24,Q99714,Nitrosyl,-8.191717705357735,8.191717705357735,0.02614236225340504,0.4936813640361803,6,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,HCD2_HUMAN,26,29138.342242389797,292.38342242389797,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.4448111289752786,-7.7469065763824565,Robust
P3C4 / Unstim,Q9H1B7_R391_M1_22,Q9H1B7,Methyl (KR),-2.4109220916004666,2.4109220916004666,0.02611864027728195,0.4936813640361803,6,Q9H1B7,IRF2BPL,Probable E3 ubiquitin-protein ligase IRF2BPL,I2BPL_HUMAN,36,431.814123477593,5.31814123477593,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.21561078045931892,-2.1953113111411477,Robust
P3C4+Nigericin / P3C4,P14868_K213_M1_18,P14868,Hex (K),-1.7716817424567337,1.7716817424567337,0.02618921492992684,0.49388222376977126,5,P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",SYDC_HUMAN,44,241.4517534234621,3.414517534234621,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.086760346790736,-0.6849213956659976,Robust
P3C4+Nigericin / Unstim,Q13867_K244_M1_10,Q13867,Crotonyl,-2.5133673245063153,2.5133673245063153,0.02622807561055932,0.4939419820673281,6,Q13867,BLMH,Bleomycin hydrolase,BLMH_HUMAN,21,470.95115362475576,5.7095115362475575,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1360140760361692,-1.377353248470146,Robust
LPS+Nigericin / LPS,Q09666_S135_M1_28,Q09666,Phospho (STY),-1.34317080097688,1.34317080097688,0.02627627748449183,0.49408628463911486,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,153.70831466928823,2.5370831466928823,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.413196889484699,-0.9299739114921809,Robust
LPS+Nigericin / LPS,Q00610_K321_M1_10,Q00610,Crotonyl,2.6434905677372513,2.6434905677372513,0.02630658314401274,0.4941316835096963,6,Q00610,CLTC,Clathrin heavy chain 1,CLH1_HUMAN,130,-83.99594460799213,0.16004055392007863,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.18381375308338213,2.8273043208206334,Robust
P3C4+Nigericin / Unstim,P05386_K92_M1_32,P05386,Trimethyl (K),2.051864189678433,2.051864189678433,0.02634770396997391,0.49420259614293754,6,P05386,RPLP1,Large ribosomal subunit protein P1,RLA1_HUMAN,5,-75.88277518011809,0.24117224819881908,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,0.176539667259841,1.8753245224185922,Robust
P3C4+Nigericin / P3C4,P07858_C105_M2_24,P07858,Nitrosyl,-2.2346223018366813,2.2346223018366813,0.02638521887700296,0.49420259614293754,6,P07858,CTSB,Cathepsin B,CATB_HUMAN,27,370.6394651491762,4.706394651491762,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2627807600012004,-0.9718415418354809,Robust
P3C4+Nigericin / Unstim,P61956_K11_M1_22,P61956,Methyl (KR),-0.8104358143638531,0.8104358143638531,0.02644165879651987,0.49420259614293754,6,P61956,SUMO2,Small ubiquitin-related modifier 2,SUMO2_HUMAN,8,75.37411388788287,1.7537411388788289,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-2.44848460627552,1.6380487919116669,Robust
LPS+Nigericin / LPS,P10809_K387_M1_13,P10809,Dimethyl (KR),2.771877000452106,2.771877000452106,0.0265094286191178,0.49445801727050825,6,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,-85.3586245113025,0.1464137548869751,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.3873499663217227,2.3845270341303832,Robust
P3C4+Nigericin / Unstim,P27797_K142_M1_32,P27797,Trimethyl (K),0.589137774090879,0.589137774090879,0.02651942629366831,0.49445801727050825,6,P27797,CALR,Calreticulin,CALR_HUMAN,45,-33.52599301032196,0.6647400698967804,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.08160818101857897,0.6707459551094579,Robust
LPS+Nigericin / LPS,P40227_C282_M1_24,P40227,Nitrosyl,-1.1023743738773053,1.1023743738773053,0.02656523998094371,0.49445801727050825,6,P40227,CCT6A,T-complex protein 1 subunit zeta,TCPZ_HUMAN,51,114.70776589912136,2.1470776589912135,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.12245780215663692,-0.9799165717206684,Robust
P3C4+Nigericin / Unstim,Q6GTX8_S278_M1_31,Q6GTX8,Sulfo (STY),-2.3445172920817514,2.3445172920817514,0.02677411613712974,0.4949208443482003,6,Q6GTX8,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,LAIR1_HUMAN,9,407.8904307266408,5.0789043072664075,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.2884444100310048,-1.0560728820507466,Robust
P3C4+Nigericin / Unstim,P30101_Y479_M1_31,P30101,Sulfo (STY),1.630574235302496,1.630574235302496,0.02671309759850144,0.4949208443482003,5,P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,92,-67.70403654148754,0.32295963458512456,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.02597705766223096,1.6565512929647268,Robust
P3C4 / Unstim,O94868_K513_M1_32,O94868,Trimethyl (K),-0.992522925548751,0.992522925548751,0.02682103951616592,0.49495858158668093,4,O94868,FCHSD2,F-BAR and double SH3 domains protein 2,FCSD2_HUMAN,6,98.96613880219893,1.989661388021989,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.14767813956638412,-0.8448447859823669,Robust
P3C4 / Unstim,Q86UE4_K303_M1_10,Q86UE4,Crotonyl,7.331839362363035,7.331839362363035,0.02682128821911824,0.49495858158668093,6,Q86UE4,MTDH,Protein LYRIC,LYRIC_HUMAN,52,-99.37927901426843,0.00620720985731559,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.12085474433237146,7.452694106695406,Robust
P3C4+Nigericin / Unstim,Q92973_R692_M1_13,Q92973,Dimethyl (KR),-2.9963619443257854,2.9963619443257854,0.02688255340778315,0.4952408770122169,6,Q92973,TNPO1,Transportin-1,TNPO1_HUMAN,39,697.9851750411915,7.979851750411915,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.6352777358030548,-1.3610842085227306,Robust
LPS+Nigericin / Unstim,O60911_K133_M1_22,O60911,Methyl (KR),-2.535912558484586,2.535912558484586,0.0268945083287795,0.4952887621436939,6,O60911,CTSV,Cathepsin L2,CATL2_HUMAN,6,479.9435817986642,5.799435817986642,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.3042674135283523,-1.2316451449562336,Robust
LPS+Nigericin / LPS,P05386_K92_M1_13,P05386,Dimethyl (KR),8.38805889077221,8.38805889077221,0.02690296517388949,0.4953065923885447,6,P05386,RPLP1,Large ribosomal subunit protein P1,RLA1_HUMAN,5,-99.70150114575183,0.00298498854248166,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.28529057636619387,8.673349467138404,Robust
P3C4+Nigericin / P3C4,O75427_R185_M1_13,O75427,Dimethyl (KR),-1.8864099140631003,1.8864099140631003,0.02694003471945643,0.49531679630420344,6,O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,LRCH4_HUMAN,44,269.7140612000967,3.697140612000967,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.095342744144747,-0.7910671699183534,Robust
